title,author,isbn,price,description,imageUrl,thumbnailUrl,quantity,year,genres
My Sweet Valentine (Zebra Regency Romance),Shannon Donnelly,821771841,26.1,"Irresistible Romance... A not-so-harmless fib... A ruined ritual...A slip of the tongue...How will Cupid save these three delightful heroines this Valentine's Day? Silver Links, by Shannon Donnelly Lady Olivia Duncastle fears she has destroyed her perfect marriage to the dashing diplomat Lord Duncastle when she lets slip a political secret to the wrong person. Only the magical power of the perfect Valentine can save their love... The Valentine Husband, by Alice Holden To avoid an arranged marriage, Jenny Markham invents a seduction designed to ruin her good name. But then the supposed seducer suddenly appears with an unexpected scheme of his own... At First Sight, by Joy Reed Miss Phoebe Fairchild's intricately laid plans to have Mr. Randolph Harris be the first man she sees on Valentine's Day--thus becoming her future husband--are crushed when a handsome stranger opens her eyes...and her heart...",http://images.amazon.com/images/P/0821771841.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0821771841.01.MZZZZZZZ.jpg,10,2002,Fiction
MY TEACHER GLOWS IN THE DARK : MY TEACHER GLOWS IN THE DARK,Bruce Coville,671727095,20.43,"Kidnapped in Space?Peter Thompson has had some pretty weird teachers in his time. By the time he discovers that his newest teacher glows in the dark, heâ€™s flying away from Earth in a spaceship full of aliens and thereâ€™s no one he can call. How do you report an alien to the F.B.I. anyway?Before Peter can do anything, heâ€™s taken on the strangest field trip of his life! His friends, his father, his school are suddenly a million miles away!",http://images.amazon.com/images/P/0671727095.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0671727095.01.MZZZZZZZ.jpg,9,1991,Kids & Young Adult
MY TEACHER IS AN ALIEN : MY TEACHER IS AN ALIEN,Bruce Coville,671737295,30.82,"Sixth grade is just out of this world... Susan Simmons can tell that her new substitute teacher is really weird. But she doesn't know how weird until she catches him peeling off his face-- and she realizes that ""Mr. Smith"" is really an alien!At first no one will believe her-- except Peter Thompson, the class brain. When Peter and Susan discover Mr. Smith's horrible plans for their classmates, they know they have to act fast. Only they can get rid of their extra-terrestrial visitor-- and save the rest of the sixth grade class from a fate worse than math tests!",http://images.amazon.com/images/P/0671737295.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0671737295.01.MZZZZZZZ.jpg,5,1990,Non-fiction
My War,Andrew A. Rooney,812925327,33.7,"One of America's favorite commentators writes a moving, funny, and highly evocative account of his life as an Army private and Stars and Stripes reporter during World War II. Published to coincide with the 50th anniversary of the end of the war in Europe, My War features endpapers showing dispatches and photos taken during the war.",http://images.amazon.com/images/P/0812925327.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0812925327.01.MZZZZZZZ.jpg,7,1995,Non-fiction
My Wicked Fantasy (Avon Romantic Treasure),Karen Ranney,380795817,34.3,"Librarian's note: An alternate cover edition can be found hereAn Explosive Encounter Mary Kate Bennett was married too early, widowed too young, and left to fend for herself without a penny. Her path was never meant to cross with Archer St. John's, except for a terrible carriage accident with the wickedly handsome Earl of Sanderhurst. Mary Kate awakens in a mysterious lord's bed to a life more luxurious than she could have ever imagined, facing a man she's never met before, but instinctively knows... A Heart Held Hostage The whispers about Archer follow him wherever he goes. Had the reclusive nobleman murdered his unhappy countess? When Mary Kate enters his life so unexpectedly, the bold earl is convinced that she has all the answers he has been searching for. So why can't he think of anything else besides her decadently red hair, her luminescent skin, and the feelings this vibrant, spirited beauty evokes within his masculine soul? A Wicked Fantasy Their love can be a fantasy, or it can be strong enough to entwine their destinies forever.",http://images.amazon.com/images/P/0380795817.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0380795817.01.MZZZZZZZ.jpg,8,1998,Fiction
My Wild Irish Rose (Irish Eyes Romance Series),Rachel Wilson,515129720,35.16,"WILD HEART ... OR IS SHE?When comely lass Rose Larkin sets sail from New York to Ireland with her eccentric aunt Kate, she is determined to live as a free-spirited adventuress. After all, Aunt Kate advised her to live life to the fullest --- without a stodgy husband weighing her down --- even though Rose would honestly prefer a quiet house in the country with a loving husband and lots of children. Then she meets the rakishly handsome Irishman Cullen O'Banyon. He seems the sort of man who would fancy an adventurous girl --- just like Rose is supposed to be.But, like Rose, the roguish Cullen appears to be something he is not. And only when they see each other as they really are will their true feelings for each other show --- if it's not already too late ...",http://images.amazon.com/images/P/0515129720.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0515129720.01.MZZZZZZZ.jpg,10,2000,Fiction
My Year of Meats,Ruth L. Ozeki,670879045,35.63,"When Jane Takagi-Little finally lands a job -- producing a Japanese television show sponsored by Beef-Ex, an organization promoting the export of U.S. meats -- she takes her crew on the road in search of all-American wives cooking all-American meat. Over the course of filming, though, Jane makes a few troubling discoveries about both. Meanwhile, on the other side of the globe, in Japan, Akiko Ueno watches My American Wife! and diligently prepares Coca-Cola Roast and Panfried Prairie Oysters for her husband, ""John"", (the ad-agency rep for the show's sponsor). As Akiko fills out his questionnaires, rating each show on Authenticity, Wholesomeness, and Deliciousness of Meat, certain ominous questions about her own life and the fact that after each meal she has to go to the bathroom and throw up -- begin to surface.A tale of love, global media, and the extraordinary events in the lives of two ordinary women, counterpointed by Sei Shonagon's vibrant commentary, this first novel by filmmaker Ruth L. Ozeki -- as insightful and moving as the novels of Amy Tan, as original as Kurt Vonnegut, Jr. or John Irving -- is a sparkling and original debut from a major new talent.",http://images.amazon.com/images/P/0670879045.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0670879045.01.MZZZZZZZ.jpg,5,1998,Fiction
Myst: The Book of Atrus,Robyn Miller,786861592,33.37,"The ages of Myst are worlds of adventure and awe; of mystery and beauty; of intrigue and betrayal; the world's best-selling CD-ROM game is just a piece of the picture. Now, take a step into the fictional legend of Myst.These pages are your link to the story of Atrus, son of Gehn, and the last of the race of the D'Ni--the masters of The Art, the craft of linking to other worlds through the descriptive art of writing in special books. For most of his young life, Atrus thought the stories his grandmother told were just strange legends. Then his time came to explore the magnificent underground realm . . . .The Book of Atrus is a tale of son against father; of truth versus evil; and of love and redemption. You will travel to wonderful new ages and have all your questions answered--for this story ends where the world of the MYST game just begins.",http://images.amazon.com/images/P/0786861592.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0786861592.01.MZZZZZZZ.jpg,6,1995,Fiction
Mystery at Lake Placid (#1) (The Screech Owls Series),ROY MACGREGOR,771056257,34.31,"Travis Lindsay, his best friend, Nish, and all their pals on the Screech Owls hockey team, are on their way to New York for an international peewee tournament. Excitement builds in the team van on the way to Lake Placid. First there are the entertaining antics of their trainer, Mr. Dillinger â€“ then thereâ€™s the prospect of playing on an Olympic rink, in a huge arena, knowing there will be scouts in the stands.But they have barely arrived when things start to go wrong. Their star centre, Sarah, plays badly from lack of sleep. Next Travis gets knocked down in the street. And then someone starts tampering with equipment. It looks as if someone is trying to sabotage the Screech Owls. But who? And why? And can Travis and the others stop the destruction before the decisive game of the tournament?Mystery at Lake Placid is the first book in the Screech Owls Series by Roy MacGregor.",http://images.amazon.com/images/P/0771056257.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0771056257.01.MZZZZZZZ.jpg,9,1995,Kids & Young Adult
Mystery at Moorsea Manor: Nancy Drew #150,Carolyn Keene,671027875,16.01,"""No room at the inn"" means someone wants Nancy to check out -- permanently! There's nothing like riding a horse across the beautiful English countryside, and Nancy has been looking forward to this vacation. But the danger begins even before she arrives at stately Moorsea Manor. Someone steals a road sign, sending Nancy down a dark, twisting road to nowhere. When she finally finds the inn, she's almost killed by a bronze statue dropped from a second-story window! The owners tell her that there have been other ""pranks"" as well. But someone's going to get hurt -- and that means Moorsea Manor will be out of business. Now it's up to Nancy to find the culprit, before the guest list becomes a casualty list!Cover art by Ernie Norcia.",http://images.amazon.com/images/P/0671027875.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0671027875.01.MZZZZZZZ.jpg,3,1999,Kids & Young Adult
Mystery Cats,Rendell Braun,451171012,29.71,"This murderously entertaining collection assembles sixteen purr-fect tales of crime and cats by some of today's best mystery writers. Lilian Jackson Braun's charming Siamese SuSu is the first to smell a rat in a chilling tale of two spinster sister and an eccentric neighbor. Edward D. Hoch's favorite thief, Nick Velvet, accepts a commission to catnap a pampered pet named sparkle and ends up a whisker away from death. Ruth Rendell leads an unwary motorist up the garden path to an elderly cat owner's cottage, giving a sinister twist to the old maxim, ""an eye for an eye."" These, along with thirteen other purebred stories of felines and felonies, make for spellbinding reading for mystery fans and cat lovers alike!",http://images.amazon.com/images/P/0451171012.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0451171012.01.MZZZZZZZ.jpg,6,1995,Fiction
MYSTERY OF THE JADE TIGER (NANCY DREW 104) : MYSTERY OF THE JADE TIGER,Carolyn Keene,671730509,35.49,"In this all-new adventure, Nancy travels to California to investigate a series of break-ins at the home of her father's old friend Terry Kirkland. A Vietnam vet, he came away from that country with a trunk full of memories, but unbeknownst to him, the trunk contains an exotic secret that now threatens to destroy his family.",http://images.amazon.com/images/P/0671730509.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0671730509.01.MZZZZZZZ.jpg,6,1991,Kids & Young Adult
Mystery of the Lost Valentine (Barbie Mystery),Linda Williams Aber,439557089,38.65,Long-lost love...Barbie and Kira are visiting Kira's aunt Emma for Valentine's Day! Then Emma starts receiving mysterious letters in the mail. They're love letters and they're over 50 years old. But who is sending them? It's up to Barbie and Kira to solve the mystery of the long-lost love letters!,http://images.amazon.com/images/P/0439557089.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0439557089.01.MZZZZZZZ.jpg,6,2003,Kids & Young Adult
Mystery on the Docks (Reading Rainbow Book),Thacher Hurd,64430588,15.79,"Ralph, the opera-loving short order cook at the diner on Pier 46, helps to save his favorite singer from the clutches of tough rat kidnappers. â€˜Brisk, entertaining melodrama.",http://images.amazon.com/images/P/0064430588.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0064430588.01.MZZZZZZZ.jpg,5,1984,Kids & Young Adult
Mystical Paths,Susan Howatch,449221229,37,"When Nicholas Darrow follows his father into the Anglican priesthood in 1968 at the age of twenty-five, he is fleeing a troubled past. But when his fascination with his own psychic powers results in a near-tragedy, Nicholas must face the truth about his relationship with his father before he can find his way out of the seemingly impenetrable darkness that engulfs him.",http://images.amazon.com/images/P/0449221229.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0449221229.01.MZZZZZZZ.jpg,2,1993,Fiction
Myth Conceptions (Myth Books),Robert Asprin,441555217,39.76,"After mistakenly being appointed court magician by a regent who should have known better, apprentice mage Skeeve must defend a kingdom from the mightiest invading army in the world.",http://images.amazon.com/images/P/0441555217.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0441555217.01.MZZZZZZZ.jpg,9,1996,Fiction
Myth Directions (Myth Books),Robert Asprin,441555292,31.25,"The Trophy is the ugliest object Skeeve has ever seen. As Court Magician he has seen a thing or three. Luscious green Tanda wants the Trophy for demon Aahz's birthday present. But she floats asleep, hostage. Inhabitants are weakly, look easy to beat. But players bred stronger over generations. Ta-hoe vs Veygus vs Skeeve's team. Who will win the Game and the Trophy?",http://images.amazon.com/images/P/0441555292.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0441555292.01.MZZZZZZZ.jpg,1,1988,Fiction
Myth-Ing Persons,Robert Asprin,441552765,36.4,"Skeeve is in a real pickle this time. His partner Aahz has disappeared, and it looks like foul play. Finding Aahz ought to be a snap for a talented magician like Skeeve, especially with a sassy apprentice and a dumb-but-brawny bodyguard along for the ride. The trouble is, they're sleuthing in another dimension: a strange and chilly realm where day is night and humans are considered monsters. Add a murder rap, a couple of vampires, and the fact that magic doesn't work here, and you've got a trio in real hot waterâ€”that is, unless Skeeve finds a different trick up his sleeve!",http://images.amazon.com/images/P/0441552765.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0441552765.01.MZZZZZZZ.jpg,5,1991,Fiction
Mythology of the Celtic People,Charles Squire,91850436,17.68,"A comprehensive study of Celtic mythology, legend, and poetry provides background information on the Celts, Ancient Britons, and Druids, and includes the tales of such noted figures as Cuchulain, Blodeuweek, Branwen, and Fenn.",http://images.amazon.com/images/P/0091850436.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0091850436.01.MZZZZZZZ.jpg,6,1996,Non-fiction
Myths to Live by,Joseph Campbell,140194614,36.44,"What is a properly functioning mythology and what are its functions? Can we use myths to help relieve our modern anxiety, or do they help foster it? In Myths to Live By, Joseph Campbell explores the enduring power of the universal myths that influence our lives daily and examines the myth-making process from the primitive past to the immediate present, retuning always to the source from which all mythology springs: the creative imagination. Campbell stresses that the borders dividing the Earth have been shattered; that myths and religions have always followed the certain basic archetypes and are no longer exclusive to a single people, region, or religion. He shows how we must recognize their common denominators and allow this knowledge to be of use in fulfilling human potential everywhere.",http://images.amazon.com/images/P/0140194614.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0140194614.01.MZZZZZZZ.jpg,6,1993,Non-fiction
N Is for Noose (Kinsey Millhone Mysteries (Hardcover)),Sue Grafton,805036504,33.77,"Kinsey Millhone should have done something else--she should have turned the car in the direction of home. Instead, she was about to put herself in the gravest jeopardy of her career.Tom Newquist had been a detective in the Nota Lake sheriff's office--a tough, honest cop respected by everyone. When he died suddenly, the townsfolk were saddened but not surprised: Just shy of sixty-five, Newquist worked too hard, smoked too much, and exercised too little. That plus an appetite for junk food made him a poster boy for an American Heart Association campaign. Newquist's widow didn't doubt the coroner's report. But what Selma couldn't accept was not knowing what had so bothered Tom in the last six weeks of his life. What was it that had made him prowl restlessly at night, that had him brooding constantly? Selma Newquist wanted closure, and the only way she'd get it was if she found out what it was that had so bedeviled her husband. Kinsey should have dumped the case. It was vague and hopeless, like looking for a needle in a haystack. Instead, she set up shop in Nota Lake, where she found that looking for a needle in a haystack can draw blood. Very likely, her own.""N"" Is for Noose: a novel in which Kinsey Millhone becomes the target and an entire town seems in for the kill.",http://images.amazon.com/images/P/0805036504.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0805036504.01.MZZZZZZZ.jpg,6,1998,Fiction
N or M?,Agatha Christie,425098451,20.44,"The final words of the dying man...the code names of Hitler's most dangerous agents...the mysterious clue that sends Tommy and Tuppence to a seaside resort on a mission of wartime intelligence. But not as husband and wife. As strangers, meeting by chance, setting an elaborate trap for an elusive killer.",http://images.amazon.com/images/P/0425098451.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0425098451.01.MZZZZZZZ.jpg,6,1996,Fiction
Naked,David Sedaris,316779490,15.75,"Welcome to the hilarious, strange, elegiac, outrageous world of David Sedaris. In Naked, Sedaris turns the mania for memoir on its proverbial ear, mining the exceedingly rich terrain of his life, his family, and his unique worldviewâ€”a sensibility at once take-no-prisoners sharp and deeply charitable. A tart-tongued mother does dead-on imitations of her young son's nervous tics, to the great amusement of his teachers; a stint of Kerouackian wandering is undertaken (of course!) with a quadriplegic companion; a family gathers for a wedding in the face of imminent death. Through it all is Sedaris's unmistakable voice, without doubt one of the freshest in American writing.",http://images.amazon.com/images/P/0316779490.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0316779490.01.MZZZZZZZ.jpg,2,1997,Non-fiction
Naked Came the Manatee: A Novel,Carl Hiaasen,399141928,29.71,"In South Florida, everyone wants to get a head. But not just any head. A very famous human head--severed and snugged away in a cryonic container. A head that could spark a revolution and change the course of history.Everybody wants a piece of the noggin: rotund gangster Big Joey G., a 102-year-old environmentalist, hard-boiled Miami reporter Britt Montero, lawyer Jake Lassiter, and a would-be dictator in exile--with ex-president Jimmy Carter and a lovable manatee named Booger thrown in for good measure.With bodies piling up it's anybody's guess what will happen from one chapter to the next, as an all-star line-up of Florida's finest writers take turns at taking this outrageously original novel to the limit--and beyond.",http://images.amazon.com/images/P/0399141928.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0399141928.01.MZZZZZZZ.jpg,5,1996,Fiction
Naked in the Promised Land: A Memoir,Lillian Faderman,618128751,32.49,"Born in 1940, Lillian Faderman was the only child of an uneducated and unmarried immigrant Jewish woman. Her mother, whose family perished in the Holocaust, was racked by guilt at having come to America and left them behind; she suffered recurrent psychotic episodes. Her only escape from the brutal labor of her sweatshop job was her fiercely loved daughter, Lilly, whose poignant dream throughout an impoverished childhood was to become a movie star and ""rescue"" her mother. Lilly grew up to become Lil, outwardly tough, inwardly innocent, hungry for love and success. A beautiful young woman who was learning that her deepest erotic and emotional connections were to women, she found herself in a dangerous but seductive lesbian underworld of addicts, pimps, and prostitutes. Desperately seeking to make her life meaningful and to redeem her mother's suffering, she entered the University of California at Berkeley and worked her way through college as a burlesque stripper. A brilliant student, she ultimately achieved a Ph.D. At last she became Lillian, the woman who in time became a loving partner, a devoted mother, an acclaimed writer, and a charismatic, groundbreaking scholar of gay and lesbian studies. Told with wrenching immediacy and great power, this is an extraordinary memoir: the nakedly honest -- and very American -- story of an exceptional woman and her remarkable, unorthodox life.",http://images.amazon.com/images/P/0618128751.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0618128751.01.MZZZZZZZ.jpg,8,2003,Biography & Memoir
Naked Prey (Prey),John Sandford,425195449,37.03,"Two people are found hanging naked from a tree in the woods of northern Minnesota. What makes the situation particularly sensitive is the bodies are of a black man and a white woman. Lynching is the word everyone's trying not to say, but as Lucas Davenport begins to discover, the murders are not at all what they appear to be. And there is worse to come --- much, much worse.",http://images.amazon.com/images/P/0425195449.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0425195449.01.MZZZZZZZ.jpg,10,2004,Fiction
Named of the Dragon,Susanna Kearsley,425173453,33.08,"Tormented by horrific nightmares since the death of her baby five years before, literary agent Lyn Ravenshaw agrees to accompany an author to Wales, where she encounters an eccentric young widow desperately afraid for her own infant's safety and a reclusive playwright who could be her only salvation.",http://images.amazon.com/images/P/0425173453.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0425173453.01.MZZZZZZZ.jpg,3,1999,Fiction
Nana (The World's Classics),Emile Zola,192826743,31.08,"Nana opens in 1867, the year of the World Fair, when Paris, thronged by a cosmopolitan elite, was a perfect target for Zola's scathing denunciation of hypocrisy and fin-de-siecle moral corruption. In this new translation, the fate of Nana--the Helen of Troy of the second Empire, and daughter of the laundress in L'Assommoir--is now rendered in racy, stylish English.""",http://images.amazon.com/images/P/0192826743.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0192826743.01.MZZZZZZZ.jpg,6,1992,Non-fiction
NANCY DREW FILES COLLECTOR'S ED (WRONG TRACK/NOBODY'S BUSINESS/RUNNING SCARED),Carolyn Keene,671019317,27.59,"""#64: The Wrong Track"": Posing as a reporter for a ski magazine, Nancy checks into the Tall Pines cross-country winter resort, where crime has taken a chilling turn.""#67: Nobody's Business"": A plan to transform a grand old inn into a hot new rock club has turned into a design for disaster.""#69: Running Scared"": Nancy must protect the country's best runners in a race against danger.",http://images.amazon.com/images/P/0671019317.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0671019317.01.MZZZZZZZ.jpg,1,1998,Kids & Young Adult
Nancy Wake: A Biography of Our Greatest War Heroine,Peter Fitzsimons,732269199,33.02,"'Freedom is the only thing worth living for. While I was doing that work I used to think that it didn't mater if I died, because without freedom there was no point in living'.Nancy WakeIn the early 1930's, Nancy Wake was a young woman enjoying a bohemian life in Paris. By the end of the Second World War she was the Gestapo's most wanted person.As a naive, young journalist, Nancy Wake witnessed a horrific scene of Nazi violence in a Viennese street. From that moment, she declared that she would do everything in her power to rid Europe of the Nazi presence. What began as a courier job here and there, became a highly successful escape network for Allied soldiers, perfectly camouflaged by Nancy's high-society life in Marseille. Her network was soon so successful - and so notorious - that he had to flee France to escape the Gestapo who had dubbed her 'the white mouse' for her knack of slipping through its traps.But Nancy was a passionate enemy of the Nazis and refused to stay away. She trained with the British Special Operations Executive and parachuted back into France behind enemy lines. Again, this singular woman rallied to the cause, helping to lead a powerful underground fighting force, the Maquis. Supplying weapons and training the civilian Maquis, organising Allied parachute drops, cycling four hundred kilometres across a mountain range to find a new transmitting radio - nothing seemed too difficult in her fight against the Nazis.Peter FitzSimons reveals Nancy Wake's compelling story, a tale of an ordinary woman doing extraordinary things.",http://images.amazon.com/images/P/0732269199.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0732269199.01.MZZZZZZZ.jpg,5,2001,Non-fiction
Nanny Goat's Boat (Magic Castle Readers Creative Arts),Jane Belk Moncure,895656930,32,"Nanny goat gets a sore throat when she falls in the water when her boat does not float, but her friends help her recover.",http://images.amazon.com/images/P/0895656930.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0895656930.01.MZZZZZZZ.jpg,5,1988,Kids & Young Adult
Naomi's Room,Jonathan Aycliffe,61004138,30.32,"Charles and Laura are a young, happily married couple inhabiting the privileged world of Cambridge academia. Brimming with excitement, Charles sets off with his daughter Naomi on a Christmas Eve shopping trip to London. But, by the end of the day, all Charles and his wife have left are cups of tea and police sympathy. For Naomi, their beautiful, angelic only child, has disappeared. Days later her murdered body is discovered.But is she dead?In a howling, bumping story of past and present day hell, Jonathan Aycliffe's haunting psychological masterpiece is guaranteed to make you sink to untold depths of teeth-shaking terror.",http://images.amazon.com/images/P/0061004138.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0061004138.01.MZZZZZZZ.jpg,1,1992,Fiction
Napoleon Bonaparte: A Life,Alan Schom,60172142,35.75,"A definitive biography of Napoleon Bonaparte from his birth in Corsica to his death in exile on St Helena, this book examines all aspects of Bonaparte's spectacular rise to power &amp; his dizzying fall. It offers close examination of battlefield victories, personal torments, military genius, Bonaparte's titanic ego &amp; his relationships with the French government, Talleyrand, Wellington &amp; Josephine. A consummate biography of a complex man.",http://images.amazon.com/images/P/0060172142.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0060172142.01.MZZZZZZZ.jpg,10,1997,Biography & Memoir
Narcissus in Chains (Anita Blake Vampire Hunter (Hardcover)),Laurell K. Hamilton,425181685,36.25,"With the highly acclaimed Obsidian Butterfly, Laurell K. Hamilton's vampire hunter, Anita Blake, came into her own. She survived a supernatural onslaught unlike any she had ever faced before - and she did it without the two men in her life.Now, six months have passed since Anita has seen either Jean-Claude or Richard. Six months of celibacy. Six months of indecision. Six months of danger. for her body carries the marks of both vampire and werewolf, and until the triumvirate is consummated, all three remain vulnerable.But when a kidnapper targets innocents that Anita has sworn to protect, she needs all the help she can get. In an earth-shattering union, Anita, Jean-Claude, and Richard merge the marks - and melt into one another. Suddenly, Anita can harness both their powers. She can feel their hearts... hear their thoughts... know their hungers....Nothing can save Anita from a twist of fate that draws her ever closer to the brink of humanity - to finally surrender to the bloodlust, the beast, and the desire transforming her body and consuming her soul....",http://images.amazon.com/images/P/0425181685.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0425181685.01.MZZZZZZZ.jpg,5,2001,Fiction
Narrative of the Life of Frederick Douglass (Dover Thrift Editions),Frederick Douglass,486284999,37.07,"An alternate cover edition of this ISBN can be found here.Former slave, impassioned abolitionist, brilliant writer, newspaper editor and eloquent orator whose speeches fired the abolitionist cause, Frederick Douglass (1818â€“1895) led an astounding life. Physical abuse, deprivation and tragedy plagued his early years, yet through sheer force of character he was able to overcome these obstacles to become a leading spokesman for his people.In this, the first and most frequently read of his three autobiographies, Douglass provides graphic descriptions of his childhood and horrifying experiences as a slave as well as a harrowing record of his dramatic escape to the North and eventual freedom.Published in 1845 to quell doubts about his origins â€” since few slaves of that period could write â€” the Narrative is admired today for its extraordinary passion, sensitive and vivid descriptions and storytelling power. It belongs in the library of anyone interested in African-American history and the life of one of the country's most courageous and influential champions of civil rights. A selection of the Common Core State Standards Initiative.",http://images.amazon.com/images/P/0486284999.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0486284999.01.MZZZZZZZ.jpg,5,1995,Biography & Memoir
Nascar Race Ready (NASCAR Pole Position Adventures),T.B. Calhoun,61059595,22.41,"Half the fun of the NASCAR stock car circuit is traveling from race to race. Kin, Laura, and ""Laptop"" Travis are enjoying a scenic vacation trip with the NASCAR caravan--until a sneak attack on a steep mountain road leads to a perilous showdown with ""auto pirates"" in their secret underground stronghold! Official NASCAR adventures! Each one authentic! Each one original! Each one exciting!This action-packed new series brings the roar, speed, and spectacle of NASCAR racing to youthful fans across America. Don't miss a single one of these official NASCAR adventures, where today's superstars, yesterday's heroes, and tomorrow's drivers come together for fast cars and nonstop racing thrills.",http://images.amazon.com/images/P/0061059595.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0061059595.01.MZZZZZZZ.jpg,4,1998,Kids & Young Adult
Nasty Nick: How to Be a Right Bastard,Nick Bateman,1903402263,27.75,"Nasty Nick - the man everybody loves to hate. His Machiavellian machinations in the hit TV series ""Big Brother"" have made his name common currency. Now he reveals his secrets - everything you need to know to become a complete ""bastard"".",http://images.amazon.com/images/P/1903402263.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/1903402263.01.MZZZZZZZ.jpg,7,2000,Non-fiction
Nate (Rock Creek Six),Lori Handeland,821772759,38.92,"When Josephine Clancy befriended gun-for-hire Nate Lang, she knew he was the kind of man who needed someone. However, Jo hadn't counted on falling in love with the stranger, or the lengths she would travel to rescue him from his melancholy.",http://images.amazon.com/images/P/0821772759.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0821772759.01.MZZZZZZZ.jpg,4,2002,Fiction
Nate the Great and the Phony Clue (Dell Young Yearling),MARJORIE SHARMAT,440463009,20.62,"These chapter books introduce beginning readers to the detective mystery genre. Perfect for the Common Core, kids can problem-solve with Nate, using logical thinking to solve mysteries!Â Early one morning, a torn slip of paper with the mysterious letters V I T A appears on Nate the Great's doorstep.Â Â He and his faithful dog, Sludge, set off to solve this latest mystery.Â Â Against ferocious cats, hostile adversaries, and a sly, phony clue -- not to mention a three o'clock deadline -- Nate struggles to prove, once again, that he is Nate the Great.",http://images.amazon.com/images/P/0440463009.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0440463009.01.MZZZZZZZ.jpg,7,1982,Kids & Young Adult
Nate the Great and the Sticky Case,Marjorie Weinman Sharmat,440462894,38.16,"These chapter books introduce beginning readers to the detective mystery genre. Perfect for the Common Core, kids can problem-solve with Nate, using logical thinking to solve mysteries!Â A stegosaurus stamp belonging to Nate's friend Claude disappears, and the indomitable Nate the Great is called in on the case. At first, even Nate is stumped -- the stamp has just vanished without a trace! But with clues from the weather and his ever-faithful dog, Sludge, Nate is soon on his way to wrapping up his stickiest case yet.",http://images.amazon.com/images/P/0440462894.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0440462894.01.MZZZZZZZ.jpg,9,1981,Kids & Young Adult
Nate the Great Saves the King of Sweden (Nate the Great (Paper)),MARJORIE SHARMAT,440413028,25.06,"These chapter books introduce beginning readers to the detective mystery genre. Perfect for the Common Core, kids can problem-solve with Nate, using logical thinking to solve mysteries!Â Rosamond is visiting Scandinavia when she loses something. She wants Nate the Great to find it, even though he doesnâ€™t know what she lost, what country she lost it in, or when she lost it. And heâ€™s thousands of miles away. But if Nate doesnâ€™t take the case, Rosamond plans to hire the King of Sweden. Nate doesnâ€™t want Rosamond to bother the poor king. And he does want the chance to solve his first-ever international case. Can Nate find whatever Rosamond lost without leaving his neighborhood?From the Hardcover edition.",http://images.amazon.com/images/P/0440413028.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0440413028.01.MZZZZZZZ.jpg,1,1999,Kids & Young Adult
